season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,ast_pct,blk_pct,bpm,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,mp,obpm,orb_pct,ows,per,stl_pct,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws_per_48
2022,Malik Fitts,PF,24,BOS,9,0,1.8,0.3,0.4,.750,0.2,0.2,1.000,0.1,0.2,.500,1.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,8.3,1.5,13.6,0.0,.500,.000,16,6.9,0.0,0.1,20.2,0.0,0.0,7.0,1.000,11.3,0.0,0.1,.201
2022,Dorian Finney-Smith,PF,28,DAL,18,18,38.2,4.1,8.7,.471,2.6,6.0,.426,1.6,2.7,.571,.618,0.9,1.3,.708,1.8,3.7,5.5,1.9,0.9,0.4,1.0,2.9,11.7,7.8,0.9,1.0,0.5,11.6,0.3,.688,.153,688,0.5,5.4,1.2,12.6,1.3,9.7,8.5,.630,12.8,0.5,1.5,.106
2022,Joel Embiid,C,27,PHI,10,10,38.5,7.8,16.1,.484,0.7,3.3,.212,7.1,12.8,.555,.506,7.3,8.9,.820,2.1,8.6,10.7,2.1,0.4,0.8,3.2,3.4,23.6,9.9,1.9,0.1,-1.0,26.2,0.4,.205,.553,385,1.1,7.0,0.5,19.1,0.5,13.8,17.0,.590,28.4,0.2,0.9,.117
2022,Anthony Edwards,SG,20,MIN,6,6,37.8,8.3,18.3,.455,3.8,9.5,.404,4.5,8.8,.509,.559,4.7,5.7,.824,0.7,3.5,4.2,3.0,1.2,1.2,2.5,3.7,25.2,14.8,2.6,3.5,0.2,9.8,0.2,.518,.309,227,3.2,2.1,0.3,17.8,1.4,10.7,6.1,.604,26.4,0.3,0.5,.102
2022,Jae Crowder,PF,31,PHO,13,13,29.5,3.2,8.1,.400,1.5,4.8,.302,1.8,3.2,.548,.490,1.5,2.0,.731,0.6,4.1,4.7,2.4,1.0,0.5,1.5,3.6,9.4,10.8,1.8,-0.9,1.4,16.0,0.2,.600,.248,383,-2.2,2.6,0.0,9.8,1.8,14.0,9.5,.524,16.3,0.1,0.2,.029
2022,Kevin Durant,PF,33,BRK,4,4,44.0,8.0,20.8,.386,1.8,5.3,.333,6.3,15.5,.403,.428,8.5,9.5,.895,0.5,5.3,5.8,6.3,1.0,0.3,5.3,3.8,26.3,22.3,0.5,-2.9,-3.3,15.7,-0.1,.253,.458,176,0.4,1.5,0.0,13.6,1.2,17.4,8.5,.526,31.5,0.0,-0.1,-0.026
2022,Andre Drummond,C,28,BRK,4,4,15.0,1.5,2.8,.545,0.0,0.0,,1.5,2.8,.545,.545,0.8,1.3,.600,0.8,2.3,3.0,0.8,1.3,0.8,1.5,3.0,3.8,7.0,4.8,-3.2,1.7,19.7,0.1,.000,.455,60,-4.9,6.5,-0.1,10.0,4.3,31.3,13.1,.568,14.7,0.0,0.0,-0.012
2022,Goran Dragić,PG,35,BRK,4,0,19.8,4.5,8.0,.563,1.0,3.0,.333,3.5,5.0,.700,.625,0.5,0.5,1.000,1.5,3.0,4.5,1.5,0.8,0.0,1.3,2.8,10.5,12.9,0.0,1.1,-0.1,20.0,0.0,.375,.063,79,1.1,9.9,0.2,19.3,1.9,13.2,14.9,.639,22.0,0.1,0.2,.106
2022,Ayo Dosunmu,SG,22,CHI,5,1,17.2,1.6,5.2,.308,0.6,2.6,.231,1.0,2.6,.385,.365,0.2,0.2,1.000,0.8,1.8,2.6,2.2,0.2,0.0,0.6,1.0,4.0,19.2,0.0,-5.3,-1.4,11.4,0.1,.500,.038,86,-3.9,4.3,-0.1,6.0,0.6,10.2,7.6,.378,15.0,-0.1,-0.1,-0.029
2022,Luka Dončić,PG,22,DAL,15,15,36.8,10.7,23.5,.455,3.4,9.9,.345,7.3,13.6,.534,.527,6.9,9.0,.770,0.7,9.1,9.8,6.4,1.8,0.6,3.9,2.9,31.7,37.3,1.5,9.3,2.5,29.7,0.8,.420,.384,552,6.8,2.1,1.1,28.6,2.5,12.5,15.7,.577,40.4,1.6,1.9,.164
2022,Spencer Dinwiddie,SG,28,DAL,18,3,27.8,4.4,10.7,.417,2.2,5.3,.417,2.2,5.3,.417,.521,3.1,3.7,.821,0.4,2.0,2.4,3.6,0.8,0.3,1.6,2.3,14.2,21.8,1.1,1.4,-0.5,8.6,0.2,.500,.349,501,1.8,1.9,0.8,16.6,1.6,11.6,5.2,.576,23.7,0.4,1.1,.101
2022,Gorgui Dieng,C,32,ATL,2,0,5.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.5,0.5,1.000,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,-1.3,-3.2,24.6,0.0,.500,.500,10,1.9,11.9,0.0,15.4,0.0,0.0,18.1,.615,11.2,0.0,0.0,.149
2022,DeMar DeRozan,PF,32,CHI,5,5,40.6,7.8,19.0,.411,0.0,1.8,.000,7.8,17.2,.453,.411,5.2,6.0,.867,0.2,5.2,5.4,4.8,1.8,0.4,2.2,2.4,20.8,20.9,1.0,-0.8,0.5,14.0,0.3,.095,.316,203,-1.3,0.5,-0.2,13.4,2.1,9.2,6.7,.481,25.7,0.1,0.1,.019
2022,Dewayne Dedmon,C,32,MIA,14,0,9.9,1.5,3.2,.467,0.1,0.7,.100,1.4,2.5,.571,.478,0.7,0.9,.833,1.1,1.9,3.0,0.4,0.1,0.2,0.5,2.6,3.8,5.7,2.4,-6.2,-0.4,23.9,0.2,.222,.267,138,-5.8,12.4,0.1,11.2,0.4,12.2,17.9,.527,18.5,-0.1,0.3,.104
2022,Stephen Curry,PG,33,GSW,22,18,34.7,9.2,20.0,.459,4.1,10.4,.397,5.0,9.6,.526,.563,4.9,5.9,.829,0.5,4.7,5.2,5.9,1.3,0.4,2.6,2.7,27.4,28.3,1.1,7.7,1.1,14.9,0.9,.520,.293,764,6.7,1.7,2.4,24.4,1.9,10.3,8.4,.606,31.8,1.9,3.2,.203
2022,Seth Curry,SG,31,BRK,4,4,33.0,5.5,9.8,.564,3.0,5.8,.522,2.5,4.0,.625,.718,0.5,0.8,.667,0.5,2.0,2.5,3.0,0.3,0.8,0.8,3.8,14.5,14.0,2.2,3.0,-1.0,8.0,-0.1,.590,.077,132,4.0,2.0,0.4,16.4,0.4,6.9,4.9,.719,15.1,0.2,0.3,.120
2022,JaMychal Green,PF,31,DEN,5,0,13.8,1.2,3.2,.375,0.2,1.0,.200,1.0,2.2,.455,.406,1.4,1.4,1.000,0.6,1.8,2.4,0.4,0.0,0.2,0.4,2.4,4.0,3.9,1.5,-7.1,-2.7,16.7,0.0,.313,.438,69,-4.4,5.2,0.1,6.7,0.0,9.5,10.8,.524,13.3,-0.1,0.0,.012
2022,Javonte Green,SF,28,CHI,5,1,14.4,0.6,3.4,.176,0.0,1.2,.000,0.6,2.2,.273,.176,0.2,0.4,.500,1.6,1.4,3.0,0.4,1.8,0.0,0.8,1.6,1.4,3.9,0.0,-6.3,1.5,10.6,0.2,.353,.118,72,-7.8,10.3,-0.3,4.1,6.0,18.3,10.4,.196,13.3,-0.1,-0.1,-0.075
2022,Jeff Green,PF,35,DEN,5,5,22.6,1.2,3.4,.353,0.6,1.6,.375,0.6,1.8,.333,.441,0.8,1.0,.800,1.4,2.2,3.6,0.4,0.6,0.4,0.4,1.2,3.8,2.3,1.9,-3.3,-1.9,12.4,0.0,.471,.294,113,-1.4,7.4,0.1,7.6,1.3,9.4,9.9,.495,8.2,0.0,0.0,.012
2022,Josh Green,SG,21,DAL,16,0,7.6,0.5,1.8,.286,0.3,1.4,.227,0.2,0.4,.500,.375,0.1,0.5,.250,0.1,0.7,0.8,0.4,0.3,0.0,0.0,1.0,1.4,8.4,0.0,-5.0,0.3,10.9,0.1,.786,.286,121,-5.3,1.0,-0.1,4.0,2.1,0.0,5.8,.365,12.3,-0.1,-0.1,-0.021
2022,Isaiah Joe,SG,22,PHI,7,0,2.1,0.3,0.7,.400,0.1,0.4,.333,0.1,0.3,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.4,0.1,0.7,0.0,0.0,-15.0,-4.6,15.6,0.0,.600,.000,15,-10.4,0.0,-0.1,-4.6,0.0,37.5,8.2,.500,25.1,0.0,-0.1,-0.289
2022,Jaren Jackson Jr.,PF,22,MEM,12,12,27.7,4.9,13.0,.378,2.3,6.0,.375,2.7,7.0,.381,.465,3.3,4.4,.755,2.2,4.6,6.8,0.9,0.8,2.5,1.4,4.4,15.4,5.1,8.9,0.7,1.2,18.5,0.6,.462,.340,332,-0.4,7.8,0.2,15.9,1.3,8.7,12.9,.516,24.2,0.2,0.8,.111
2022,Kyrie Irving,PG,29,BRK,4,4,42.5,7.0,15.8,.444,2.0,5.3,.381,5.0,10.5,.476,.508,5.3,5.3,1.000,1.5,3.8,5.3,5.3,1.8,1.3,2.3,3.3,21.3,18.9,2.8,2.8,-0.7,11.6,0.0,.333,.333,170,3.4,4.6,0.4,19.2,2.1,11.1,8.1,.588,21.9,0.2,0.4,.115
2022,Brandon Ingram,SF,24,NOP,6,6,39.3,9.3,19.7,.475,1.8,4.5,.407,7.5,15.2,.495,.521,6.5,7.8,.830,0.7,5.5,6.2,6.2,0.7,0.3,3.8,1.8,27.0,27.3,0.7,3.9,-0.5,17.7,0.0,.229,.398,236,4.5,1.9,0.6,21.3,0.9,14.2,9.3,.584,29.5,0.4,0.6,.120
2022,Andre Iguodala,SF,38,GSW,7,0,8.7,0.6,1.3,.444,0.1,0.4,.333,0.4,0.9,.500,.500,0.3,0.4,.667,0.4,0.6,1.0,1.7,0.0,0.3,0.6,1.6,1.6,24.7,3.3,-2.2,0.5,7.2,0.0,.333,.333,61,-2.7,5.7,0.1,8.0,0.0,27.9,6.4,.533,10.3,0.0,0.1,.077
2022,Serge Ibaka,C,32,MIL,6,0,3.7,0.7,2.7,.250,0.0,0.5,.000,0.7,2.2,.308,.250,0.2,0.3,.500,0.3,1.3,1.7,0.0,0.0,0.0,0.3,0.2,1.5,0.0,0.0,-21.1,-7.7,36.0,0.0,.188,.125,22,-13.3,9.7,-0.2,-3.9,0.0,10.6,23.3,.267,37.2,-0.1,-0.2,-0.355
2022,Bones Hyland,SG,21,DEN,5,0,17.4,2.6,7.2,.361,1.6,4.6,.348,1.0,2.6,.385,.472,2.4,2.8,.857,0.2,1.8,2.0,3.2,0.2,0.0,1.2,2.4,9.2,27.4,0.0,-1.1,-2.1,13.2,-0.1,.639,.389,87,0.9,1.4,0.2,13.6,0.6,12.5,7.1,.546,24.1,0.0,0.1,.058
2022,De'Andre Hunter,SF,24,ATL,5,5,35.0,7.8,14.0,.557,2.4,5.2,.462,5.4,8.8,.614,.643,3.2,4.0,.800,0.4,3.4,3.8,0.6,0.8,0.2,2.2,4.0,21.2,3.5,0.6,2.9,0.8,12.0,0.1,.371,.286,175,2.1,1.4,0.3,16.8,1.2,12.2,6.6,.673,23.6,0.2,0.4,.108
2022,Kevin Huerter,SF,23,ATL,5,5,30.8,3.4,9.4,.362,1.8,6.2,.290,1.6,3.2,.500,.457,0.6,0.8,.750,0.2,2.8,3.0,3.8,1.2,0.6,2.2,3.0,9.2,20.3,2.0,-0.8,1.1,11.2,0.1,.660,.085,154,-1.9,0.8,-0.2,7.7,2.0,18.4,5.9,.472,17.9,0.0,-0.1,-0.017
2022,Danuel House Jr.,SF,28,UTA,6,0,18.7,1.5,3.7,.409,0.3,1.7,.200,1.2,2.0,.583,.455,1.0,1.3,.750,0.3,2.5,2.8,0.7,0.0,0.2,1.0,1.2,4.3,5.5,1.1,-3.4,-0.7,15.5,0.0,.455,.364,112,-2.7,2.1,-0.1,5.2,0.0,19.0,8.8,.509,13.2,0.0,-0.1,-0.027
2022,Al Horford,C,35,BOS,23,23,35.4,4.4,8.4,.523,2.0,4.3,.480,2.3,4.1,.568,.645,1.2,1.6,.778,1.5,7.8,9.3,3.3,0.8,1.3,1.3,2.8,12.0,14.6,3.5,6.0,3.8,23.9,1.5,.508,.187,815,2.2,5.0,1.7,16.6,1.2,12.2,14.8,.663,13.1,1.7,3.2,.187
2022,Jrue Holiday,PG,31,MIL,12,12,38.6,7.4,19.6,.379,2.1,6.6,.316,5.3,13.0,.410,.432,2.2,2.6,.839,1.0,4.6,5.6,6.5,1.8,0.6,2.8,2.3,19.1,27.6,1.5,1.6,0.7,11.8,1.0,.336,.132,463,0.9,2.8,-0.4,13.8,2.2,12.0,7.4,.461,26.4,0.4,0.6,.058
2022,Aaron Holiday,PG,25,PHO,6,0,3.3,1.3,2.3,.571,0.8,1.2,.714,0.5,1.2,.429,.750,0.0,0.2,.000,0.5,0.0,0.5,1.5,0.5,0.2,0.0,0.2,3.5,98.4,4.9,49.5,14.2,0.0,0.0,.500,.071,20,35.3,18.4,0.3,63.8,7.7,0.0,8.9,.727,33.2,0.3,0.3,.819
2022,George Hill,PG,35,MIL,5,0,15.2,0.2,1.0,.200,0.2,0.4,.500,0.0,0.6,.000,.300,0.4,0.4,1.000,0.2,1.0,1.2,0.6,0.0,0.0,0.2,2.0,1.0,5.0,0.0,-8.0,-0.7,6.5,0.1,.400,.400,76,-7.3,1.4,0.0,0.5,0.0,14.5,4.0,.425,3.9,-0.1,0.1,.056
2022,Haywood Highsmith,SF,25,MIA,8,0,3.9,0.4,0.9,.429,0.4,0.6,.600,0.0,0.3,.000,.643,0.0,0.0,,0.3,0.4,0.6,0.4,0.0,0.0,0.4,0.3,1.1,13.9,0.0,0.4,0.6,11.8,0.0,.714,.000,31,-0.2,7.3,0.0,8.3,0.0,30.0,9.5,.643,14.4,0.0,0.0,.044
2022,Tyler Herro,SG,22,MIA,15,0,25.4,4.9,12.1,.409,1.1,4.7,.229,3.9,7.4,.523,.453,1.7,1.8,.926,0.5,3.4,3.9,2.8,0.6,0.4,1.8,1.4,12.6,18.5,1.7,-1.0,-0.5,16.3,0.5,.387,.149,381,-0.5,2.1,-0.3,12.6,1.2,12.3,9.0,.490,25.7,0.1,0.2,.030
2022,Willy Hernangómez,C,27,NOP,1,0,2.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-47.7,-34.4,0.0,0.0,.250,.000,2,-13.3,100.0,0.0,13.0,0.0,0.0,59.0,.250,86.1,0.0,0.0,-0.383
2022,Juancho Hernangómez,PF,26,UTA,6,0,9.3,0.8,3.0,.278,0.7,2.0,.333,0.2,1.0,.167,.389,0.0,0.0,,0.3,1.7,2.0,0.8,0.3,0.0,0.3,0.7,2.3,14.0,0.0,0.4,0.9,20.7,0.0,.667,.000,56,-0.5,4.2,-0.1,7.3,1.9,10.0,12.5,.389,16.7,0.0,0.0,-0.026
2022,Jaxson Hayes,C,21,NOP,6,6,13.8,2.3,4.2,.560,0.0,0.5,.000,2.3,3.7,.636,.560,1.2,1.8,.636,0.7,1.8,2.5,0.2,0.0,0.3,0.7,1.8,5.8,1.9,2.1,-4.9,-1.9,16.7,0.0,.120,.440,83,-3.0,5.3,0.1,11.9,0.0,11.8,10.7,.586,17.5,-0.1,0.1,.044
2022,Sam Hauser,SF,24,BOS,7,0,2.1,0.1,0.6,.250,0.1,0.4,.333,0.0,0.1,.000,.375,0.3,0.3,1.000,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.7,19.1,0.0,1.9,0.4,7.3,0.0,.750,.500,15,1.5,0.0,0.0,11.4,0.0,0.0,3.8,.512,14.6,0.0,0.0,.135
2022,Tobias Harris,PF,29,PHI,12,12,38.8,6.8,13.5,.500,1.8,4.8,.386,4.9,8.8,.562,.568,1.6,1.8,.864,0.8,6.8,7.6,2.9,1.1,0.8,1.5,2.9,16.9,13.0,2.0,3.0,1.4,20.4,0.5,.352,.136,466,1.6,2.8,0.7,16.2,1.5,9.5,12.0,.591,19.1,0.6,1.2,.122
2022,James Harden,PG,32,PHI,12,12,39.9,5.3,13.2,.405,2.3,6.3,.368,3.0,6.8,.439,.494,5.6,6.3,.893,0.9,4.8,5.7,8.6,0.8,0.7,4.2,2.4,18.6,34.8,1.5,1.9,-0.6,13.9,0.4,.481,.475,479,2.5,3.0,0.7,16.8,1.0,20.7,8.7,.584,23.7,0.5,1.1,.112
2022,Blake Griffin,C,32,BRK,2,0,12.5,1.0,3.5,.286,1.0,2.5,.400,0.0,1.0,.000,.429,1.0,1.0,1.000,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.5,4.0,21.7,3.9,3.9,1.0,10.5,0.0,.714,.286,25,2.9,10.4,0.1,15.5,2.0,11.3,10.4,.508,16.3,0.0,0.1,.099
2022,Jarrett Culver,SG,22,MEM,3,0,7.3,1.0,3.3,.300,0.0,0.7,.000,1.0,2.7,.375,.300,0.3,0.7,.500,0.7,1.7,2.3,0.3,0.7,0.0,0.7,1.3,2.3,6.6,0.0,-11.5,0.8,25.4,0.0,.200,.200,22,-12.4,9.1,-0.1,3.6,4.3,15.5,16.8,.322,24.0,-0.1,-0.1,-0.111
2022,Torrey Craig,SF,31,PHO,9,0,7.7,0.9,2.4,.364,0.3,1.1,.300,0.6,1.3,.417,.432,0.1,0.2,.500,0.6,1.1,1.7,0.6,0.4,0.2,0.4,0.7,2.2,9.8,2.8,0.3,1.4,16.7,0.1,.455,.091,69,-1.2,8.9,-0.1,10.7,3.0,14.9,12.9,.437,17.9,0.0,0.0,.000
2022,Jalen Johnson,PF,20,ATL,2,0,4.5,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-25.2,-8.3,0.0,0.0,.333,.000,9,-17.0,0.0,-0.1,-20.1,0.0,25.0,0.0,.000,20.5,-0.1,-0.1,-0.545
2022,Dalano Banton,PG,22,TOR,4,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.8,1.5,.500,0.5,0.0,0.5,0.3,0.3,0.0,0.3,0.0,1.8,23.4,0.0,21.4,4.6,0.0,0.0,.000,3.000,8,16.8,28.1,0.1,46.9,6.6,17.7,15.4,.754,32.7,0.0,0.1,.373
2022,Bojan Bogdanović,PF,32,UTA,6,6,35.7,6.5,13.5,.481,1.8,5.5,.333,4.7,8.0,.583,.549,3.2,4.0,.792,0.5,3.7,4.2,1.7,0.3,0.0,2.0,4.0,18.0,8.5,0.0,-0.5,-0.7,11.9,0.0,.407,.296,214,0.2,1.6,0.2,13.1,0.5,11.6,6.8,.590,22.7,0.1,0.3,.057
2022,Bogdan Bogdanović,SG,29,ATL,4,0,26.8,5.0,12.3,.408,2.3,6.5,.346,2.8,5.8,.478,.500,2.0,2.5,.800,1.0,3.8,4.8,3.0,0.3,0.3,1.0,3.0,14.3,21.2,1.0,1.1,-0.5,17.3,0.0,.531,.204,107,1.6,4.4,0.2,15.6,0.5,7.0,10.7,.534,24.7,0.1,0.2,.090
2022,Nemanja Bjelica,C,33,GSW,15,0,10.0,1.2,2.3,.529,0.2,0.5,.375,1.0,1.7,.577,.574,0.3,0.5,.571,0.4,1.7,2.1,1.1,0.3,0.1,0.5,1.4,2.9,15.3,1.3,-1.5,1.1,18.2,0.2,.235,.206,150,-2.6,4.6,0.2,11.4,1.3,15.9,11.6,.580,12.9,0.0,0.3,.107
2022,Bismack Biyombo,C,29,PHO,9,0,9.6,1.2,1.9,.647,0.0,0.0,,1.2,1.9,.647,.647,0.3,0.7,.500,0.9,1.2,2.1,0.6,0.1,0.2,0.7,1.4,2.8,8.0,2.3,-2.3,0.5,14.8,0.0,.000,.353,86,-2.8,11.4,0.1,11.4,0.6,23.4,13.1,.636,13.7,0.0,0.1,.054
2022,Khem Birch,C,29,TOR,6,4,10.5,1.3,2.7,.500,0.3,0.7,.500,1.0,2.0,.500,.563,0.0,0.0,,0.7,0.8,1.5,0.5,0.2,0.2,0.5,2.2,3.0,7.2,1.7,-5.2,-0.1,10.8,0.0,.250,.000,63,-5.1,7.1,0.0,8.1,0.8,15.8,8.8,.563,14.0,0.0,0.0,.003
2022,Patrick Beverley,PG,33,MIN,6,6,32.3,3.5,8.2,.429,1.5,4.3,.346,2.0,3.8,.522,.520,2.5,3.7,.682,0.7,2.5,3.2,4.8,1.2,1.2,2.0,4.7,11.0,23.0,3.1,1.0,1.5,8.2,0.2,.531,.449,194,-0.5,2.4,0.2,11.5,1.7,17.0,5.4,.562,15.6,0.1,0.3,.076
2022,Dāvis Bertāns,PF,29,DAL,18,0,10.7,1.2,3.1,.400,1.1,2.8,.373,0.2,0.2,.750,.573,0.6,0.7,.833,0.2,1.2,1.4,0.3,0.4,0.1,0.2,1.4,4.1,4.9,0.9,0.9,0.9,13.7,0.2,.927,.218,192,0.0,2.4,0.3,13.0,2.2,4.7,8.0,.606,15.6,0.1,0.4,.112
2022,Malik Beasley,SG,25,MIN,6,0,19.8,3.2,7.3,.432,1.3,4.2,.320,1.8,3.2,.579,.523,0.8,1.0,.833,0.3,3.0,3.3,0.7,0.3,0.2,1.2,1.5,8.5,5.6,0.7,-2.6,-0.9,16.0,0.1,.568,.136,119,-1.7,2.0,-0.1,9.0,0.8,13.0,9.3,.547,19.3,0.0,0.0,-0.001
2022,Charles Bassey,C,21,PHI,3,0,4.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.3,.000,0.3,1.3,1.7,0.3,0.0,0.3,0.0,0.3,0.7,12.5,7.7,1.8,1.6,39.0,0.0,.000,.500,12,0.2,10.7,0.0,14.6,0.0,0.0,25.5,.410,9.6,0.0,0.0,.130
2022,Will Barton,SG,31,DEN,5,5,34.4,5.4,13.2,.409,2.2,5.6,.393,3.2,7.6,.421,.492,0.8,1.2,.667,1.0,4.6,5.6,2.8,0.8,0.2,2.0,2.2,13.8,12.3,0.6,-2.8,-2.3,17.1,-0.1,.424,.091,172,-0.5,3.5,0.0,9.9,1.2,12.7,10.1,.503,19.9,0.0,-0.1,-0.027
2022,Scottie Barnes,PF,20,TOR,4,3,33.3,4.5,10.5,.429,0.5,3.0,.167,4.0,7.5,.533,.452,3.3,4.0,.813,1.8,7.3,9.0,4.3,1.0,0.3,1.3,3.0,12.8,19.7,0.8,1.7,1.0,29.7,0.0,.286,.381,133,0.7,5.9,0.2,16.8,1.6,9.3,16.7,.520,18.9,0.1,0.2,.082
2022,Desmond Bane,SG,23,MEM,12,12,35.7,6.3,13.3,.478,3.6,7.3,.489,2.8,5.9,.465,.613,2.5,2.9,.857,0.4,3.3,3.8,2.2,0.9,0.8,1.3,1.9,18.8,9.3,2.1,3.5,0.6,10.4,0.5,.553,.220,428,2.9,1.2,0.9,16.0,1.2,8.4,5.5,.645,18.2,0.6,1.3,.150
