title,author,isbn13,publication_date,publisher,authorID,publisherID
Hunters of Dune (Dune Chronicles  #7),Brian Herbert,9780765312921,2006-08-22 00:00:00.000,Tor Books,100920,2984
Hunters of Dune (Dune Chronicles  #7),Kevin J. Anderson,9780765312921,2006-08-22 00:00:00.000,Tor Books,104934,2984
A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,9780765313409,2006-03-07 00:00:00.000,Tor Books,101597,2984
Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,9780765314932,2006-08-08 00:00:00.000,Tor Books,107410,2984
The Fantasies of Robert A. Heinlein,Robert A. Heinlein,9780312875572,2002-05-17 00:00:00.000,Tor Books,107410,2984
The Richest Man in Babylon,George S. Clason,9780451205360,2008-02-01 00:00:00.000,Berkley Books,102945,1241
Cause of Death (Kay Scarpetta  #7),C.J. Critt,9780425213384,2007-01-02 00:00:00.000,Berkley Books,101008,1241
Shadow Game (GhostWalkers  #1),Christine Feehan,9780515135961,2003-08-26 00:00:00.000,Berkley Books,101344,1241
Every Man a Tiger: The Gulf War Air Campaign (Commanders),Chuck Horner,9780425207369,2005-12-06 00:00:00.000,Berkley Books,101400,1241
The Battle Of Corrin (Legends of Dune  #3),Brian Herbert,9780340823378,2004-09-01 00:00:00.000,Hodder & Stoughton Ltd,100920,1968
The Battle Of Corrin (Legends of Dune  #3),Kevin J. Anderson,9780340823378,2004-09-01 00:00:00.000,Hodder & Stoughton Ltd,104934,1968
House Corrino (Prelude to Dune #3),Brian Herbert,9780553580334,2002-08-27 00:00:00.000,Spectra Books,100920,2852
House Harkonnen (Prelude to Dune #2),Brian Herbert,9780553580303,2001-08-28 00:00:00.000,Spectra Books,100920,2852
House Corrino (Prelude to Dune #3),Kevin J. Anderson,9780553580334,2002-08-27 00:00:00.000,Spectra Books,104934,2852
House Harkonnen (Prelude to Dune #2),Kevin J. Anderson,9780553580303,2001-08-28 00:00:00.000,Spectra Books,104934,2852
The Cobweb,Neal Stephenson,9780553383447,2005-05-31 00:00:00.000,Spectra Books,106400,2852
The Cobweb,J. Frederick George,9780553383447,2005-05-31 00:00:00.000,Spectra Books,103530,2852
It's Not about the Bike: My Journey Back to Life,Lance Armstrong,9780425179611,2001-09-01 00:00:00.000,Berkley Publishing Group,105027,1248
It's Not about the Bike: My Journey Back to Life,Sally Jenkins,9780425179611,2001-09-01 00:00:00.000,Berkley Publishing Group,107823,1248
Moloka'i (Moloka'i #1),Alan Brennert,9780312304355,2004-10-04 00:00:00.000,St. Martin's Griffin,100105,2859
La gata perdida = The Missing Cat (Las Aventuras de Nicolas = Adventures with Nicholas),Berlitz Publishing Company,9789812468239,2006-08-15 00:00:00.000,Berlitz Kids,100742,1251
La gata perdida = The Missing Cat (Las Aventuras de Nicolas = Adventures with Nicholas),Chris L. Demarest,9789812468239,2006-08-15 00:00:00.000,Berlitz Kids,101300,1251
La Chatte Perdue = The Missing Cat (Les Aventures avec Nicolas = Adventures with Nicholas),Chris L. Demarest,9789812468208,2006-08-15 00:00:00.000,Berlitz Kids,101300,1251
Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,9781576751725,2001-08-27 00:00:00.000,Berrett-Koehler Publishers,102888,1252
The Power of One (The Power of One  #1),Bryce Courtenay,9780385732543,2005-09-13 00:00:00.000,Delacorte Books for Young Readers,100983,1521
Solomon's Song (The Potato Factory  #3),Bryce Courtenay,9780140271577,2001-08-31 00:00:00.000,Penguin Books Australia Ltd.,100983,2475
The Power of One: One Person  One Rule  One Month,John C. Maxwell,9780785260059,2004-11-01 00:00:00.000,Thomas Nelson,104259,2952
The Power of One: One Person  One Rule  One Month,Stephen R. Graves,9780785260059,2004-11-01 00:00:00.000,Thomas Nelson,108237,2952
The Power of One: One Person  One Rule  One Month,Thomas G. Addington,9780785260059,2004-11-01 00:00:00.000,Thomas Nelson,108588,2952
Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,9780785268833,2001-04-01 00:00:00.000,Thomas Nelson,104297,2952
Blink,Ted Dekker,9780849945113,2004-10-11 00:00:00.000,Thomas Nelson,108480,2952
The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another,Charles R. Swindoll,9780849911880,2006-11-19 00:00:00.000,Thomas Nelson,101228,2952
25 Ways to Win with People: How to Make Others Feel Like a Million Bucks,John C. Maxwell,9780785260943,2005-06-05 00:00:00.000,HarperCollins Leadership,104259,1883
Winning with People Workbook,John C. Maxwell,9780785260905,2005-09-10 00:00:00.000,HarperCollins Leadership,104259,1883
Past Mortem,Ben Elton,9780552771238,2005-05-02 00:00:00.000,Black Swan,100719,1268
Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,9780471780939,2006-05-19 00:00:00.000,Wiley,101664,3174
eBay for Dummies,Marsha Collier,9780470045299,2006-10-30 00:00:00.000,Wiley,105757,3174
Starting an eBay Business for Dummies,Marsha Collier,9780764569241,2004-09-17 00:00:00.000,Wiley,105757,3174
ebay Timesaving Techniques for Dummies,Marsha Collier,9780764559914,2004-05-31 00:00:00.000,Wiley,105757,3174
eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,9780764584381,2005-04-25 00:00:00.000,Wiley,105757,3174
eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,9780471933823,2006-06-06 00:00:00.000,Wiley,104657,3174
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles,9780471430452,2003-04-18 00:00:00.000,Wiley,107536,3174
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Tom Osborne,9780471430452,2003-04-18 00:00:00.000,Wiley,108707,3174
Till We Have Faces: A Myth Retold,C.S. Lewis,9780786198382,2000-09-01 00:00:00.000,Blackstone Publishing,101018,1270
The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,9780325001531,2000-02-07 00:00:00.000,Heinemann Drama,105366,1941
What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta,9780072262780,2006-01-24 00:00:00.000,McGraw-Hill,101301,2231
What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Lisa Suttora,9780072262780,2006-01-24 00:00:00.000,McGraw-Hill,105299,2231
Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,9780826415745,2004-09-07 00:00:00.000,Bloomsbury Academic,100403,1280
Guerilla Film Makers Movie Blueprint,Cara Williams,9780826414533,2003-06-20 00:00:00.000,Bloomsbury Academic,101042,1280
J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,9780826452320,2001-09-26 00:00:00.000,Bloomsbury Academic,106955,1280
Guerilla Film Makers Movie Blueprint,Chris          Jones,9780826414533,2003-06-20 00:00:00.000,Bloomsbury Academic,101277,1280
Hamlet  The Texts of 1603 and 1623,William Shakespeare,9781904271550,2006-03-22 00:00:00.000,Bloomsbury Arden Shakespeare,109109,1281
King Henry IV  Part 1,William Shakespeare,9781904271352,2002-11-07 00:00:00.000,Bloomsbury Arden Shakespeare,109109,1281
V for Vendetta,Alan Moore,9781416516996,2006-03-01 00:00:00.000,Pocket Star Books,100120,2558
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides,9780413752802,2000-11-09 00:00:00.000,Bloomsbury Methuen Drama,102585,1284
Plays 1: Medea/The Phoenician Women/Bacchae,David Thompson,9780413752802,2000-11-09 00:00:00.000,Bloomsbury Methuen Drama,101866,1284
Plays 1: Medea/The Phoenician Women/Bacchae,J. Michael Walton,9780413752802,2000-11-09 00:00:00.000,Bloomsbury Methuen Drama,103541,1284
The Birds (Methuen Drama),Sean O'Brien,9780413772787,2002-07-22 00:00:00.000,Bloomsbury Methuen Drama,107968,1284
Cry  the Beloved Country,Alan Paton,9780743262170,2003-11-01 00:00:00.000,Scribner,100122,2760
Cry  the Beloved Country,Alan Paton,9780743261951,2003-11-25 00:00:00.000,Scribner,100122,2760
Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,9780743270793,2005-09-27 00:00:00.000,Scribner,106380,2760
Cosmopolis,Don DeLillo,9780743244251,2004-04-06 00:00:00.000,Scribner,102042,2760
Love-Lies-Bleeding,Don DeLillo,9780743273060,2006-01-10 00:00:00.000,Scribner,102042,2760
The Body Artist,Don DeLillo,9780743203968,2002-02-05 00:00:00.000,Scribner,102042,2760
Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,9780743264464,2006-06-13 00:00:00.000,Scribner,101402,2760
Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,9780743236010,2004-07-02 00:00:00.000,Scribner,101402,2760
The Noonday Demon: An Atlas of Depression,Andrew Solomon,9780684854670,2002-04-02 00:00:00.000,Scribner,100358,2760
The Doctor's House,Ann Beattie,9780743235013,2003-02-11 00:00:00.000,Scribner,100398,2760
Brokeback Mountain,Annie Proulx,9780743271325,2005-12-02 00:00:00.000,Scribner,100475,2760
Hamlet's Dresser: A Memoir,Bob      Smith,9780684852706,2003-02-01 00:00:00.000,Scribner,100839,2760
Islands in the Stream,Ernest Hemingway,9780743253420,2003-07-22 00:00:00.000,Scribner,102550,2760
Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,9780684868769,2002-09-10 00:00:00.000,Scribner,108297,2760
Cry  the Beloved Country,Alan Paton,9780099766810,2002-08-01 00:00:00.000,Vintage Classics,100122,3103
The Complete Short Novels,Richard Pevear,9781400032921,2005-08-18 00:00:00.000,Vintage Classics,107321,3103
The Double and The Gambler,Richard Pevear,9780375719011,2007-01-16 00:00:00.000,Vintage Classics,107321,3103
The Idiot,Richard Pevear,9780375702242,2003-07-08 00:00:00.000,Vintage Classics,107321,3103
The Complete Short Novels,Larissa Volokhonsky,9781400032921,2005-08-18 00:00:00.000,Vintage Classics,105038,3103
The Double and The Gambler,Larissa Volokhonsky,9780375719011,2007-01-16 00:00:00.000,Vintage Classics,105038,3103
The Idiot,Larissa Volokhonsky,9780375702242,2003-07-08 00:00:00.000,Vintage Classics,105038,3103
Earthly Powers,Anthony Burgess,9780099468646,2004-05-06 00:00:00.000,Vintage Classics,100488,3103
The Complete Short Novels,Anton Chekhov,9781400032921,2005-08-18 00:00:00.000,Vintage Classics,100522,3103
For Whom The Bell Tolls,Ernest Hemingway,9780099481560,2005-05-05 00:00:00.000,Vintage Classics,102550,3103
Green Hills of Africa,Ernest Hemingway,9780099460954,2004-03-04 00:00:00.000,Vintage Classics,102550,3103
The Alchemist,Alan R. Clarke,9780060887964,2006-05-02 00:00:00.000,HarperOne,100123,1894
By the River Piedra I Sat Down and Wept,Alan R. Clarke,9780061122095,2006-05-23 00:00:00.000,HarperOne,100123,1894
The Devil and Miss Prym (On the Seventh Day  #3),Amanda Hopkinson,9780060527990,2006-07-03 00:00:00.000,HarperOne,100270,1894
The Alchemist,Paulo Coelho,9780060887964,2006-05-02 00:00:00.000,HarperOne,106775,1894
Warrior of the Light,Paulo Coelho,9780060527983,2004-03-30 00:00:00.000,HarperOne,106775,1894
The Zahir,Paulo Coelho,9780060832810,2006-07-03 00:00:00.000,HarperOne,106775,1894
By the River Piedra I Sat Down and Wept,Paulo Coelho,9780061122095,2006-05-23 00:00:00.000,HarperOne,106775,1894
The Fifth Mountain,Paulo Coelho,9780060930134,2000-04-26 00:00:00.000,HarperOne,106775,1894
The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho,9780060527990,2006-07-03 00:00:00.000,HarperOne,106775,1894
The Alchemist,James Noel Smith,9780060887964,2006-05-02 00:00:00.000,HarperOne,103751,1894
The Zahir,Margaret Jull Costa,9780060832810,2006-07-03 00:00:00.000,HarperOne,105564,1894
The Fifth Mountain,Clifford E. Landers,9780060930134,2000-04-26 00:00:00.000,HarperOne,101445,1894
Mere Christianity,C.S. Lewis,9780060652920,2015-04-21 00:00:00.000,HarperOne,101018,1894
The Complete C.S. Lewis Signature Classics,C.S. Lewis,9780061208492,2007-02-06 00:00:00.000,HarperOne,101018,1894
The Collected Letters of C.S. Lewis  Volume 3: Narnia  Cambridge  and Joy  1950 - 1963,C.S. Lewis,9780060819224,2007-01-09 00:00:00.000,HarperOne,101018,1894
Ruby Cookbook,Lucas Carlson,9780596523695,2006-07-29 00:00:00.000,O'Reilly Media,105396,2373
Ruby Cookbook,Leonard Richardson,9780596523695,2006-07-29 00:00:00.000,O'Reilly Media,105193,2373
Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,9780596527310,2007-01-01 00:00:00.000,O'Reilly Media,107390,2373
Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,9780806523491,2005-05-03 00:00:00.000,Citadel,107740,1398
Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,9780806525365,2005-05-03 00:00:00.000,Citadel,107740,1398
The Broken Wings,Kahlil Gibran,9780806501901,2003-03-03 00:00:00.000,Citadel,104718,1398
The Broken Wings,جبران خليل جبران,9780806501901,2003-03-03 00:00:00.000,Citadel,109206,1398
The Broken Wings,Anthony Rizcallah Ferris,9780806501901,2003-03-03 00:00:00.000,Citadel,100513,1398
Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer,9780806519609,2001-02-01 00:00:00.000,Citadel,105523,1398
Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,William H. Terbo,9780806519609,2001-02-01 00:00:00.000,Citadel,109058,1398
Cattus Petasatus: The Cat in the Hat in Latin,Dr. Seuss,9780865164710,2005-05-06 00:00:00.000,Bolchazy-Carducci Publishers,102167,1295
Aeneid: Selections from Books 1  2  4  6  10  12,Barbara Weiden Boyd,9780865165847,2001-01-01 00:00:00.000,Bolchazy-Carducci Publishers,100671,1295
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil,9780865165847,2001-01-01 00:00:00.000,Bolchazy-Carducci Publishers,108873,1295
Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,9780907129073,2008-03-14 00:00:00.000,Roxford Books,100129,2712
El perfume: Historia de un asesino,Patrick Süskind,9788432216060,2002-06-01 00:00:00.000,Booket,106678,1302
The Play Soldier,Chet Green,9781591136446,2011-05-22 00:00:00.000,Booklocker.com  Inc.,101269,1303
Can't Wait to Get to Heaven,Cassandra Campbell,9781415930687,2006-07-18 00:00:00.000,Books on Tape,101131,1304
Wuthering Heights,Alice Hoffman,9780451529251,2004-03-02 00:00:00.000,Signet Classics,100208,2798
Little Women,Louisa May Alcott,9780451529305,2004-04-06 00:00:00.000,Signet Classics,105379,2798
The Sorrows of Young Werther and Selected Writings,Catherine Hutter,9780451529626,2005-07-05 00:00:00.000,Signet Classics,101142,2798
The Invisible Man,H.G. Wells,9780451528520,2002-09-03 00:00:00.000,Signet Classics,103154,2798
Paradise Lost and Paradise Regained,Christopher Ricks,9780451527929,2001-11-01 00:00:00.000,Signet Classics,101392,2798
Anna Karenina,Leo Tolstoy,9780809596812,2004-01-01 00:00:00.000,Wildside Press,105173,3172
Anna Karenina,Constance Garnett,9780809596812,2004-01-01 00:00:00.000,Wildside Press,101484,3172
The Last Days of Pompeii,Edward Bulwer-Lytton,9781587157394,2002-12-03 00:00:00.000,Borgo Press,102263,1308
The Last Days of Pompeii,John Gregory Betancourt,9781587157394,2002-12-03 00:00:00.000,Borgo Press,104314,1308
Fifty-One Tales,John Gregory Betancourt,9781587150791,2002-04-01 00:00:00.000,Borgo Press,104314,1308
Inattentional Blindness,Arien Mack,9780262632034,2000-07-24 00:00:00.000,Bradford Book,100543,1310
War and Peace,Leo Tolstoy,9780670034697,2006-01-19 00:00:00.000,Viking Adult,105173,3087
War and Peace,Anthony Briggs,9780670034697,2006-01-19 00:00:00.000,Viking Adult,100487,3087
Juiced Official Strategy Guide,Doug Walsh,9780744005615,2005-06-01 00:00:00.000,BradyGames,102136,1311
The Death of Ivan Ilyich and Other Stories,Leo Tolstoy,9781840224535,2004-12-05 00:00:00.000,Wordsworth Editions,105173,3201
The Three Musketeers (The d'Artagnan Romances. #1),Alexandre Dumas,9781853260407,2001-05-05 00:00:00.000,Wordsworth Editions,100189,3201
The Three Musketeers,Alexandre Dumas,9781596009707,2005-07-25 00:00:00.000,Brilliance Audio,100189,1317
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides,9780715629949,2006-03-09 00:00:00.000,Bristol Classical Press,102585,1318
Euripides: Medea,William Allan,9780715631874,2002-10-31 00:00:00.000,Bristol Classical Press,109020,1318
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Pantelis Michelakis,9780715629949,2006-03-09 00:00:00.000,Bristol Classical Press,106608,1318
Mother Maria Skobtsova: Essential Writings,Richard Pevear,9781570754364,2002-10-01 00:00:00.000,Orbis Books,107321,2395
The Essential Neruda: Selected Poems,Alastair Reid,9780872864283,2004-04-01 00:00:00.000,City Lights Publishers,100131,1401
Book of Dreams,Jack Kerouac,9780872863804,2001-05-01 00:00:00.000,City Lights Publishers,103598,1401
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb,9780446579780,2006-02-01 00:00:00.000,Business Plus,108217,1333
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Glen C. Strathy,9780446579780,2006-02-01 00:00:00.000,Business Plus,103023,1333
Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,9783804417830,2002-05-11 00:00:00.000,C. Bange,100753,1335
Welcome to the Monkey House,Bill Irwin,9780060898717,2006-05-23 00:00:00.000,Caedmon,100803,1340
The Ernest Hemingway Audio Collection,Ernest Hemingway,9780694524983,2001-05-08 00:00:00.000,Caedmon,102550,1340
The Ernest Hemingway Audio Collection,Charlton Heston,9780694524983,2001-05-08 00:00:00.000,Caedmon,101258,1340
To Kill a Mockingbird,Harper Lee,9780060888695,2006-08-22 00:00:00.000,Caedmon,103204,1340
To Kill a Mockingbird,Sissy Spacek,9780060888695,2006-08-22 00:00:00.000,Caedmon,108102,1340
Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,9780521774338,2000-04-13 00:00:00.000,Cambridge University Press,100319,1341
Jungle Love,Margaret Johnson,9780521750844,2002-08-01 00:00:00.000,Cambridge University Press,105563,1341
Jungle Love,Philip Prowse,9780521750844,2002-08-01 00:00:00.000,Cambridge University Press,106959,1341
Much Ado about Nothing,William Shakespeare,9780521618724,2005-09-01 00:00:00.000,Cambridge University Press,109109,1341
Much Ado about Nothing,William Shakespeare,9780521532501,2003-04-21 00:00:00.000,Cambridge University Press,109109,1341
Julius Caesar,William Shakespeare,9780521535137,2004-05-24 00:00:00.000,Cambridge University Press,109109,1341
A First Course in String Theory,Barton Zwiebach,9780521831437,2004-06-28 00:00:00.000,Cambridge University Press,100702,1341
Medea,Euripides,9780521643863,2002-09-16 00:00:00.000,Cambridge University Press,102585,1341
Medea,Donald J. Mastronarde,9780521643863,2002-09-16 00:00:00.000,Cambridge University Press,102079,1341
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,9780521539814,2004-01-22 00:00:00.000,Cambridge University Press,108089,1341
Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,9780521011761,2002-04-04 00:00:00.000,Cambridge University Press,108089,1341
Oedipus Rex (Greek and Latin Classics),Sophocles,9780521617352,2006-08-01 00:00:00.000,Cambridge University Press,108118,1341
Oedipus Rex (Greek and Latin Classics),Roger D. Dawe,9780521617352,2006-08-01 00:00:00.000,Cambridge University Press,107630,1341
Pride and Prejudice,Jane Austen,9780521825146,2006-07-01 00:00:00.000,Cambridge University Press,103813,1341
"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,9780521834346,2004-11-18 00:00:00.000,Cambridge University Press,107081,1341
Camus at Combat: Writing 1944-1947,Albert Camus,9780691120041,2006-01-16 00:00:00.000,Princeton University Press,100133,2591
On Bullshit,Harry G. Frankfurt,9780691122946,2005-01-30 00:00:00.000,Princeton University Press,103216,2591
The Lives of Animals,Amy Gutmann,9780691070896,2001-05-06 00:00:00.000,Princeton University Press,100286,2591
Camus at Combat: Writing 1944-1947,Arthur Goldhammer,9780691120041,2006-01-16 00:00:00.000,Princeton University Press,100574,2591
The Lives of Animals,Barbara Smuts,9780691070896,2001-05-06 00:00:00.000,Princeton University Press,100667,2591
Nabokov's Pale Fire: The Magic of Artistic Discovery,Brian Boyd,9780691089577,2001-11-04 00:00:00.000,Princeton University Press,100910,2591
The Nature of Space and Time,Stephen Hawking,9780691050843,2000-10-08 00:00:00.000,Princeton University Press,108198,2591
The Nature of Space and Time,Roger Penrose,9780691050843,2000-10-08 00:00:00.000,Princeton University Press,107642,2591
Beauty and the Beast,Angela Barrett,9780763631604,2006-11-14 00:00:00.000,Candlewick Press,100377,1344
The Hound of the Baskervilles,Arthur Conan Doyle,9780763630645,2006-08-22 00:00:00.000,Candlewick Press,100568,1344
A Christmas Carol,Charles Dickens,9780763631208,2006-09-12 00:00:00.000,Candlewick Press,101195,1344
Moby-Dick,Herman Melville,9780763630188,2006-09-12 00:00:00.000,Candlewick Press,103313,1344
Moby-Dick,Jan Needle,9780763630188,2006-09-12 00:00:00.000,Candlewick Press,103808,1344
Moby-Dick,Patrick Benson,9780763630188,2006-09-12 00:00:00.000,Candlewick Press,106659,1344
L'Étranger,Albert Camus,9782070360024,2000-03-02 00:00:00.000,Gallimard,100133,1748
L'Histoire de Pi,Yann Martel,9780828808392,2005-11-24 00:00:00.000,Gallimard,109143,1748
L'Histoire de Pi,Nicole Martel,9780828808392,2005-11-24 00:00:00.000,Gallimard,106472,1748
L'Histoire de Pi,Emile Martel,9780828808392,2005-11-24 00:00:00.000,Gallimard,102451,1748
The Plague,Albert Camus,9780141185132,2002-12-05 00:00:00.000,Penguin,100133,2462
Labyrinths: Selected Stories and Other Writings,André Maurois,9780141184845,2000-09-28 00:00:00.000,Penguin,100361,2462
Travels with Charley: In Search of America,John Steinbeck,9780142000700,2002-02-05 00:00:00.000,Penguin,104431,2462
Metamorphoses,Ovid,9780140447897,2004-08-03 00:00:00.000,Penguin,106567,2462
Metamorphoses,David Raeburn,9780140447897,2004-08-03 00:00:00.000,Penguin,101848,2462
Metamorphoses,Denis Feeney,9780140447897,2004-08-03 00:00:00.000,Penguin,101939,2462
Difficult Conversations: How to Discuss What Matters Most,Bruce Patton,9780140277821,2000-05-25 00:00:00.000,Penguin,100971,2462
Freedom Evolves,Daniel C. Dennett,9780142003848,2004-01-27 00:00:00.000,Penguin,101600,2462
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,9780713997279,2005-01-11 00:00:00.000,Penguin,105492,2462
Jane Eyre,Charlotte Brontë,9780142437209,2003-02-04 00:00:00.000,Penguin,101252,2462
Finding Time Again (In Search of Lost Time #7),Christopher Prendergast,9780141180366,2003-10-02 00:00:00.000,Penguin,101388,2462
Gulliver's Travels,Jonathan Swift,9780141439495,2003-01-30 00:00:00.000,Penguin,104520,2462
The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,Louisa May Alcott,9780736805995,2000-09-01 00:00:00.000,Capstone Press,105379,1348
Doyle Brunson's Super System,Bobby Baldwin,9781580420815,2002-12-31 00:00:00.000,Cardoza,100859,1349
Utena: Revolutionary Girl 01,Chiho Saito,9783551768612,2003-02-01 00:00:00.000,Carlsen,101272,1351
Relativity: The Special and the General Theory: The Masterpiece Science Edition,Albert Einstein,9780131862616,2005-04-01 00:00:00.000,Pi Press,100135,2521
Relativity: The Special and the General Theory: The Masterpiece Science Edition,Roger Penrose,9780131862616,2005-04-01 00:00:00.000,Pi Press,107642,2521
1912 Manuscript on the Special Theory of Relativity,Albert Einstein,9780807615324,2004-05-17 00:00:00.000,George Braziller Inc.,100135,1761
The Last Dance: Encountering Death and Dying,Albert Lee Strickland,9780072920963,2004-02-06 00:00:00.000,McGraw-Hill Humanities,100141,2234
The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder,9780072920963,2004-02-06 00:00:00.000,McGraw-Hill Humanities,105439,2234
Oh Rats! The Story of Rats and People,Albert Marrin,9780525477624,2006-08-17 00:00:00.000,Dutton Books for Young Readers,100142,1595
Oh Rats! The Story of Rats and People,C.B. Mordan,9780525477624,2006-08-17 00:00:00.000,Dutton Books for Young Readers,100999,1595
The Treasured Writings of Kahlil Gibran,Kahlil Gibran,9780890093894,2009-10-06 00:00:00.000,Castle Books,104718,1359
First Love,Constance Garnett,9780974607894,2004-09-01 00:00:00.000,Melville House Publishing,101484,2242
The Illustrated Stephen King Trivia Book,Bev Vincent,9781587671166,2005-05-01 00:00:00.000,Cemetery Dance Publications,100784,1364
The Illustrated Stephen King Trivia Book,Brian James Freeman,9781587671166,2005-05-01 00:00:00.000,Cemetery Dance Publications,100925,1364
H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),Chris  Williams,9781568821573,2008-02-02 00:00:00.000,Chaosium,101282,1371
The Doors of Perception & Heaven and Hell,Aldous Huxley,9780060595180,2004-05-04 00:00:00.000,Harper Perennial Modern Classics,100149,1875
The Perennial Philosophy,Aldous Huxley,9780060570583,2004-04-13 00:00:00.000,Harper Perennial Modern Classics,100149,1875
Brave New World / Brave New World Revisited,Aldous Huxley,9780060776091,2005-07-05 00:00:00.000,Harper Perennial Modern Classics,100149,1875
Brave New World Revisited,Aldous Huxley,9780060898526,2006-09-05 00:00:00.000,Harper Perennial Modern Classics,100149,1875
Collected Stories,Gabriel García Márquez,9780060932688,2008-05-13 00:00:00.000,Harper Perennial Modern Classics,102794,1875
Collected Novellas,Gabriel García Márquez,9780060932664,2008-01-08 00:00:00.000,Harper Perennial Modern Classics,102794,1875
One Hundred Years of Solitude,Gabriel García Márquez,9780061120091,2006-05-30 00:00:00.000,Harper Perennial Modern Classics,102794,1875
Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,Allen Ginsberg,9780061137457,2006-10-10 00:00:00.000,Harper Perennial Modern Classics,100251,1875
V.,Thomas Pynchon,9780060930219,2005-07-05 00:00:00.000,Harper Perennial Modern Classics,108612,1875
Collected Stories,Gregory Rabassa,9780060932688,2008-05-13 00:00:00.000,Harper Perennial Modern Classics,103108,1875
Collected Novellas,Gregory Rabassa,9780060932664,2008-01-08 00:00:00.000,Harper Perennial Modern Classics,103108,1875
One Hundred Years of Solitude,Gregory Rabassa,9780061120091,2006-05-30 00:00:00.000,Harper Perennial Modern Classics,103108,1875
Collected Stories,J.S. Bernstein,9780060932688,2008-05-13 00:00:00.000,Harper Perennial Modern Classics,103579,1875
Collected Novellas,J.S. Bernstein,9780060932664,2008-01-08 00:00:00.000,Harper Perennial Modern Classics,103579,1875
The Poisonwood Bible,Barbara Kingsolver,9780060786502,2005-07-05 00:00:00.000,Harper Perennial Modern Classics,100659,1875
Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,Barry Miles,9780061137457,2006-10-10 00:00:00.000,Harper Perennial Modern Classics,100690,1875
Great Short Works of Herman Melville,Herman Melville,9780060586546,2004-03-02 00:00:00.000,Harper Perennial Modern Classics,103313,1875
Brave New World / Brave New World Revisited,Christopher Hitchens,9780060776091,2005-07-05 00:00:00.000,Harper Perennial Modern Classics,101373,1875
To Kill a Mockingbird,Harper Lee,9780060935467,2005-07-05 00:00:00.000,Harper Perennial Modern Classics,103204,1875
Island,Aldous Huxley,9780060085490,2002-07-30 00:00:00.000,Harper Perennial Classics,100149,1874
Huxley and God: Essays on Religious Experience,Aldous Huxley,9780824522520,2003-03-01 00:00:00.000,The Crossroad Publishing Company,100149,2936
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom,9780791071687,2002-12-19 00:00:00.000,Chelsea House Publications,103192,1380
