Country,Country (group),dummy,dummy (copy),MEASURE,PC_GDP,PC_GDP label,PC_GDP_act,PC_HEALTHXP,SUBJECT,TIME,USD_CAP,USD_CAP label,USD_CAP_act,VALUE_SELECT_$,VALUE_SELECT_%,max_year,Value,VALUE_SELECT
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.904,Percentage of GDP,PC_GDP,,TOT,1/1/2003,,USD per Capita,USD_CAP,$, ,2003,7.904,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.109,Percentage of GDP,PC_GDP,,TOT,1/1/2004,,USD per Capita,USD_CAP,$, ,2004,8.109,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.99,Percentage of GDP,PC_GDP,,TOT,1/1/2005,,USD per Capita,USD_CAP,$, ,2005,7.99,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.989,Percentage of GDP,PC_GDP,,TOT,1/1/2006,,USD per Capita,USD_CAP,$, ,2006,7.989,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.068,Percentage of GDP,PC_GDP,,TOT,1/1/2007,,USD per Capita,USD_CAP,$, ,2007,8.068,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.256,Percentage of GDP,PC_GDP,,TOT,1/1/2008,,USD per Capita,USD_CAP,$, ,2008,8.256,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.563,Percentage of GDP,PC_GDP,,TOT,1/1/2009,,USD per Capita,USD_CAP,$, ,2009,8.563,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.431,Percentage of GDP,PC_GDP,,TOT,1/1/2010,,USD per Capita,USD_CAP,$, ,2010,8.431,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.542,Percentage of GDP,PC_GDP,,TOT,1/1/2011,,USD per Capita,USD_CAP,$, ,2011,8.542,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.676,Percentage of GDP,PC_GDP,,TOT,1/1/2012,,USD per Capita,USD_CAP,$, ,2012,8.676,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.761,Percentage of GDP,PC_GDP,,TOT,1/1/2013,,USD per Capita,USD_CAP,$, ,2013,8.761,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.036,Percentage of GDP,PC_GDP,,TOT,1/1/2014,,USD per Capita,USD_CAP,$, ,2014,9.036,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.323,Percentage of GDP,PC_GDP,,TOT,1/1/2015,,USD per Capita,USD_CAP,$, ,2015,9.323,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.201,Percentage of GDP,PC_GDP,,TOT,1/1/2016,,USD per Capita,USD_CAP,$, ,2016,9.201,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.205,Percentage of GDP,PC_GDP,,TOT,1/1/2017,,USD per Capita,USD_CAP,$, ,2017,9.205,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.285,Percentage of GDP,PC_GDP,,TOT,1/1/2018,,USD per Capita,USD_CAP,$, ,2018,9.285,
Australia,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.334,Percentage of GDP,PC_GDP,,TOT,1/1/2019,,USD per Capita,USD_CAP,$, ,2019,9.334,
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1971,38.036,USD per Capita,USD_CAP,$, ,1971,38.036,38.0
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1972,41.058,USD per Capita,USD_CAP,$, ,1972,41.058,41.1
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1973,45.525,USD per Capita,USD_CAP,$, ,1973,45.525,45.5
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1974,63.485,USD per Capita,USD_CAP,$, ,1974,63.485,63.5
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1975,60.046,USD per Capita,USD_CAP,$, ,1975,60.046,60.0
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1976,63.861,USD per Capita,USD_CAP,$, ,1976,63.861,63.9
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1977,63.612,USD per Capita,USD_CAP,$, ,1977,63.612,63.6
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1978,76.501,USD per Capita,USD_CAP,$, ,1978,76.501,76.5
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1979,83.368,USD per Capita,USD_CAP,$, ,1979,83.368,83.4
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1980,95.422,USD per Capita,USD_CAP,$, ,1980,95.422,95.4
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1981,99.479,USD per Capita,USD_CAP,$, ,1981,99.479,99.5
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1982,95.79,USD per Capita,USD_CAP,$, ,1982,95.79,95.8
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1983,112.754,USD per Capita,USD_CAP,$, ,1983,112.754,112.8
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1984,114.296,USD per Capita,USD_CAP,$, ,1984,114.296,114.3
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1985,125.515,USD per Capita,USD_CAP,$, ,1985,125.515,125.5
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1986,132.674,USD per Capita,USD_CAP,$, ,1986,132.674,132.7
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1987,140.866,USD per Capita,USD_CAP,$, ,1987,140.866,140.9
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1988,161.565,USD per Capita,USD_CAP,$, ,1988,161.565,161.6
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1989,176.613,USD per Capita,USD_CAP,$, ,1989,176.613,176.6
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1990,198.063,USD per Capita,USD_CAP,$, ,1990,198.063,198.1
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1991,216.468,USD per Capita,USD_CAP,$, ,1991,216.468,216.5
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1992,233.118,USD per Capita,USD_CAP,$, ,1992,233.118,233.1
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1993,246.76,USD per Capita,USD_CAP,$, ,1993,246.76,246.8
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1994,262.612,USD per Capita,USD_CAP,$, ,1994,262.612,262.6
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1995,259.602,USD per Capita,USD_CAP,$, ,1995,259.602,259.6
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1996,293.664,USD per Capita,USD_CAP,$, ,1996,293.664,293.7
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1997,308.676,USD per Capita,USD_CAP,$, ,1997,308.676,308.7
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1998,387.179,USD per Capita,USD_CAP,$, ,1998,387.179,387.2
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/1999,386.848,USD per Capita,USD_CAP,$, ,1999,386.848,386.8
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2000,452.207,USD per Capita,USD_CAP,$, ,2000,452.207,452.2
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2001,467.919,USD per Capita,USD_CAP,$, ,2001,467.919,467.9
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2002,494.223,USD per Capita,USD_CAP,$, ,2002,494.223,494.2
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2003,493.458,USD per Capita,USD_CAP,$, ,2003,493.458,493.5
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2004,541.335,USD per Capita,USD_CAP,$, ,2004,541.335,541.3
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2005,564.235,USD per Capita,USD_CAP,$, ,2005,564.235,564.2
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2006,591.511,USD per Capita,USD_CAP,$, ,2006,591.511,591.5
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2007,607.639,USD per Capita,USD_CAP,$, ,2007,607.639,607.6
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2008,637.921,USD per Capita,USD_CAP,$, ,2008,637.921,637.9
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2009,651.966,USD per Capita,USD_CAP,$, ,2009,651.966,652.0
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2010,710.008,USD per Capita,USD_CAP,$, ,2010,710.008,710.0
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2011,730.301,USD per Capita,USD_CAP,$, ,2011,730.301,730.3
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2012,768.307,USD per Capita,USD_CAP,$, ,2012,768.307,768.3
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2013,806.565,USD per Capita,USD_CAP,$, ,2013,806.565,806.6
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2014,821.773,USD per Capita,USD_CAP,$, ,2014,821.773,821.8
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2015,830.095,USD per Capita,USD_CAP,$, ,2015,830.095,830.1
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2016,844.63,USD per Capita,USD_CAP,$, ,2016,844.63,844.6
Australia,"ALL, Australia, Austria and 40 more", , ,USD_CAP,,Percentage of GDP,PC_GDP,,OOPEXP,1/1/2017,845.174,USD per Capita,USD_CAP,$, ,2017,845.174,845.2
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,4.838,Percentage of GDP,PC_GDP,,TOT,1/1/1970,,USD per Capita,USD_CAP,$, ,1970,4.838,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,4.77,Percentage of GDP,PC_GDP,,TOT,1/1/1971,,USD per Capita,USD_CAP,$, ,1971,4.77,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,4.765,Percentage of GDP,PC_GDP,,TOT,1/1/1972,,USD per Capita,USD_CAP,$, ,1972,4.765,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,4.857,Percentage of GDP,PC_GDP,,TOT,1/1/1973,,USD per Capita,USD_CAP,$, ,1973,4.857,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.086,Percentage of GDP,PC_GDP,,TOT,1/1/1974,,USD per Capita,USD_CAP,$, ,1974,5.086,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.507,Percentage of GDP,PC_GDP,,TOT,1/1/1975,,USD per Capita,USD_CAP,$, ,1975,6.507,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.74,Percentage of GDP,PC_GDP,,TOT,1/1/1976,,USD per Capita,USD_CAP,$, ,1976,6.74,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.681,Percentage of GDP,PC_GDP,,TOT,1/1/1977,,USD per Capita,USD_CAP,$, ,1977,6.681,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.949,Percentage of GDP,PC_GDP,,TOT,1/1/1978,,USD per Capita,USD_CAP,$, ,1978,6.949,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.924,Percentage of GDP,PC_GDP,,TOT,1/1/1979,,USD per Capita,USD_CAP,$, ,1979,6.924,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.022,Percentage of GDP,PC_GDP,,TOT,1/1/1980,,USD per Capita,USD_CAP,$, ,1980,7.022,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.024,Percentage of GDP,PC_GDP,,TOT,1/1/1981,,USD per Capita,USD_CAP,$, ,1981,6.024,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.999,Percentage of GDP,PC_GDP,,TOT,1/1/1982,,USD per Capita,USD_CAP,$, ,1982,5.999,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.832,Percentage of GDP,PC_GDP,,TOT,1/1/1983,,USD per Capita,USD_CAP,$, ,1983,5.832,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,5.879,Percentage of GDP,PC_GDP,,TOT,1/1/1984,,USD per Capita,USD_CAP,$, ,1984,5.879,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.008,Percentage of GDP,PC_GDP,,TOT,1/1/1985,,USD per Capita,USD_CAP,$, ,1985,6.008,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.115,Percentage of GDP,PC_GDP,,TOT,1/1/1986,,USD per Capita,USD_CAP,$, ,1986,6.115,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.405,Percentage of GDP,PC_GDP,,TOT,1/1/1987,,USD per Capita,USD_CAP,$, ,1987,6.405,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.397,Percentage of GDP,PC_GDP,,TOT,1/1/1988,,USD per Capita,USD_CAP,$, ,1988,6.397,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,6.54,Percentage of GDP,PC_GDP,,TOT,1/1/1989,,USD per Capita,USD_CAP,$, ,1989,6.54,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.718,Percentage of GDP,PC_GDP,,TOT,1/1/1990,,USD per Capita,USD_CAP,$, ,1990,7.718,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,7.782,Percentage of GDP,PC_GDP,,TOT,1/1/1991,,USD per Capita,USD_CAP,$, ,1991,7.782,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.077,Percentage of GDP,PC_GDP,,TOT,1/1/1992,,USD per Capita,USD_CAP,$, ,1992,8.077,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.601,Percentage of GDP,PC_GDP,,TOT,1/1/1993,,USD per Capita,USD_CAP,$, ,1993,8.601,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.99,Percentage of GDP,PC_GDP,,TOT,1/1/1994,,USD per Capita,USD_CAP,$, ,1994,8.99,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.924,Percentage of GDP,PC_GDP,,TOT,1/1/1995,,USD per Capita,USD_CAP,$, ,1995,8.924,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.884,Percentage of GDP,PC_GDP,,TOT,1/1/1996,,USD per Capita,USD_CAP,$, ,1996,8.884,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,8.984,Percentage of GDP,PC_GDP,,TOT,1/1/1997,,USD per Capita,USD_CAP,$, ,1997,8.984,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.15,Percentage of GDP,PC_GDP,,TOT,1/1/1998,,USD per Capita,USD_CAP,$, ,1998,9.15,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.302,Percentage of GDP,PC_GDP,,TOT,1/1/1999,,USD per Capita,USD_CAP,$, ,1999,9.302,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.204,Percentage of GDP,PC_GDP,,TOT,1/1/2000,,USD per Capita,USD_CAP,$, ,2000,9.204,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.269,Percentage of GDP,PC_GDP,,TOT,1/1/2001,,USD per Capita,USD_CAP,$, ,2001,9.269,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.395,Percentage of GDP,PC_GDP,,TOT,1/1/2002,,USD per Capita,USD_CAP,$, ,2002,9.395,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.547,Percentage of GDP,PC_GDP,,TOT,1/1/2003,,USD per Capita,USD_CAP,$, ,2003,9.547,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.709,Percentage of GDP,PC_GDP,,TOT,1/1/2004,,USD per Capita,USD_CAP,$, ,2004,9.709,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.627,Percentage of GDP,PC_GDP,,TOT,1/1/2005,,USD per Capita,USD_CAP,$, ,2005,9.627,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.531,Percentage of GDP,PC_GDP,,TOT,1/1/2006,,USD per Capita,USD_CAP,$, ,2006,9.531,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.532,Percentage of GDP,PC_GDP,,TOT,1/1/2007,,USD per Capita,USD_CAP,$, ,2007,9.532,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,9.726,Percentage of GDP,PC_GDP,,TOT,1/1/2008,,USD per Capita,USD_CAP,$, ,2008,9.726,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.226,Percentage of GDP,PC_GDP,,TOT,1/1/2009,,USD per Capita,USD_CAP,$, ,2009,10.226,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.221,Percentage of GDP,PC_GDP,,TOT,1/1/2010,,USD per Capita,USD_CAP,$, ,2010,10.221,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.026,Percentage of GDP,PC_GDP,,TOT,1/1/2011,,USD per Capita,USD_CAP,$, ,2011,10.026,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.199,Percentage of GDP,PC_GDP,,TOT,1/1/2012,,USD per Capita,USD_CAP,$, ,2012,10.199,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.286,Percentage of GDP,PC_GDP,,TOT,1/1/2013,,USD per Capita,USD_CAP,$, ,2013,10.286,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.368,Percentage of GDP,PC_GDP,,TOT,1/1/2014,,USD per Capita,USD_CAP,$, ,2014,10.368,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.368,Percentage of GDP,PC_GDP,,TOT,1/1/2015,,USD per Capita,USD_CAP,$, ,2015,10.368,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.361,Percentage of GDP,PC_GDP,,TOT,1/1/2016,,USD per Capita,USD_CAP,$, ,2016,10.361,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.356,Percentage of GDP,PC_GDP,,TOT,1/1/2017,,USD per Capita,USD_CAP,$, ,2017,10.356,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.316,Percentage of GDP,PC_GDP,,TOT,1/1/2018,,USD per Capita,USD_CAP,$, ,2018,10.316,
Austria,"ALL, Australia, Austria and 40 more", , ,PC_GDP,10.408,Percentage of GDP,PC_GDP,,TOT,1/1/2019,,USD per Capita,USD_CAP,$, ,2019,10.408,
Belgium,"ALL, Australia, Austria and 40 more", , ,PC_GDP,3.856,Percentage of GDP,PC_GDP,,TOT,1/1/1970,,USD per Capita,USD_CAP,$, ,1970,3.856,
